# Rime user dictionary
#@/db_name	clover
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	5226
#@/user_id	9a37928f-410e-4e25-b28a-7b53c5089780
kao zhe 	靠着	c=2 d=1 t=3423
ke 	可	c=1 d=1 t=3913
ke ai 	可爱	c=1 d=0.100006 t=3541
ke ai de 	可爱的	c=0 d=0.1 t=1590
ke bu 	可不	c=0 d=0.1 t=1444
ke hu duan 	客户端	c=1 d=1 t=1304
ke neng 	可能	c=7 d=1.21124 t=4197
ke pa 	可怕	c=1 d=1 t=2086
ke shi 	可是	c=2 d=1.39259 t=206
ke shi 	可视	c=2 d=1.00041 t=3473
ke shi 	课时	c=0 d=0.1 t=4952
ke shi hua 	可视化	c=3 d=2.69776 t=4053
ke shi mo shi 	可实模式	c=-1 d=0.748264 t=1944
ke shi mo shi 	可视模式	c=1 d=1 t=1945
ke shi ni 	可是你	c=1 d=1 t=4544
ke ting 	客厅	c=1 d=1 t=1381
ke xuan 	可选	c=1 d=1 t=4707
ke yi 	刻意	c=1 d=1 t=647
ke yi 	可以	c=33 d=1.06486 t=5194
ke yi de 	可以的	c=1 d=1 t=2196
ke yi gai cheng 	可以改成	c=1 d=1 t=321
ke yi kan dao 	可以看到	c=1 d=1 t=2300
ke yi rang 	可以让	c=1 d=1 t=3522
ken ding 	肯定	c=7 d=0.73389 t=5214
ken ding hui 	肯定会	c=1 d=1 t=4156
ken ding shi 	肯定是	c=1 d=1 t=1176
ken ding xu yao 	肯定需要	c=1 d=1 t=5215
ken ding you 	肯定有	c=1 d=1 t=423
keng 	坑	c=0 d=0.1 t=5176
keng ren 	坑人	c=1 d=1 t=5173
keng wo 	坑我	c=1 d=1 t=5170
keng zi ji ba 	坑自己吧	c=1 d=1 t=5177
kong 	空	c=2 d=1.34473 t=2978
kong bu 	恐怖	c=1 d=1 t=51
kong ge 	空格	c=2 d=1.13068 t=3347
kong jian 	空间	c=1 d=1 t=5100
kong jian an quan 	空间安全	c=1 d=1 t=920
kong xin 	空心	c=1 d=1 t=435
kong zhi yu 	控制欲	c=1 d=1 t=834
ku 	哭	c=2 d=2.16944 t=1821
ku bu chu lai 	哭不出来	c=1 d=1 t=1408
ku le 	哭了	c=1 d=1 t=1811
ku qi 	哭泣	c=0 d=0.1 t=1803
ku yi ci 	哭一次	c=1 d=1 t=1816
kua 	夸	c=0 d=0.1 t=1636
kua 	跨	c=0 d=0.1 t=3076
kua hang yi dong 	跨行移动	c=1 d=1 t=3077
kua wo 	夸我	c=0 d=0.1 t=26
kua yi kua 	夸一夸	c=1 d=1 t=1637
kuai 	块	c=3 d=2.4454 t=3747
kuai 	快	c=3 d=1.00645 t=2171
kuai dian 	快点	c=0 d=0.1 t=2172
kuai dian kuai dian ma 	快点快点嘛	c=1 d=1 t=2173
kuai gan 	快感	c=1 d=1 t=720
kuai jie jian 	快捷键	c=3 d=2.71645 t=2905
kuai lai 	快来	c=1 d=1 t=1092
kuai le ya 	快乐呀	c=0 d=0.1 t=2926
kuai qian 	块钱	c=2 d=1.00105 t=1434
kuai shou 	快收	c=0 d=0.1 t=1461
kuai shou le 	快收了	c=1 d=1 t=1462
kuai su 	快速	c=4 d=2.55401 t=3070
kuai zhuang 	块状	c=2 d=1.92774 t=4067
kun 	困	c=0 d=0.1 t=1169
kun le 	困了	c=1 d=1 t=255
kuo hao 	括号	c=3 d=1.38899 t=3491
la 	啦	c=1 d=1.07298 t=4984
la chu lai 	拉出来	c=1 d=1 t=3449
la dao 	拉倒	c=1 d=1 t=5018
la ji 	垃圾	c=0 d=0.1 t=1326
la shi 	拉屎	c=1 d=1 t=5180
la zhe 	拉着	c=0 d=0.1 t=1398
la zhe ni 	拉着你	c=1 d=1 t=1399
lai 	来	c=6 d=0.125972 t=5181
lai de 	来的	c=1 d=1 t=4827
lai le 	来了	c=1 d=1.00108 t=2176
lan 	栏	c=1 d=1 t=3708
lan de 	懒得	c=1 d=1 t=1612
lan zhou da xue 	兰州大学	c=2 d=1.99005 t=5036
lan zhou la mian 	兰州拉面	c=1 d=1 t=5038
lao jia 	老家	c=1 d=1.03239 t=4089
lao jia de 	老家的	c=1 d=1 t=4090
lao lao shi shi 	老老实实	c=1 d=1 t=4986
lao po 	老婆	c=3 d=1.00219 t=2898
lao shi 	老师	c=3 d=2.07292 t=4335
le 	了	c=46 d=2.89433 t=5177
le mei 	了没	c=0 d=0.1 t=4936
le ne 	了呢	c=0 d=0.1 t=15
lei si 	类似	c=4 d=1.68927 t=3658
lei si de 	类似的	c=2 d=1.99005 t=3271
leng bing bing 	冷冰冰	c=1 d=1 t=437
leng mo 	冷漠	c=0 d=0.1 t=4
leng mo de 	冷漠的	c=1 d=1 t=12
leng shi 	愣是	c=1 d=1 t=4883
li 	离	c=2 d=1.01725 t=1225
li jia 	离家	c=1 d=1 t=3922
li jie 	理解	c=0 d=0.100281 t=4699
li jie xing 	理解性	c=1 d=1 t=4700
li ke 	立刻	c=1 d=1 t=1626
li le 	离了	c=1 d=1 t=455
li mi 	厘米	c=0 d=0.1 t=522
li ni 	理你	c=1 d=1 t=303
li pu 	离谱	c=1 d=0.392293 t=5133
li shi 	历史	c=1 d=1 t=4658
lian 	连	c=1 d=1 t=4186
lian jie 	链接	c=1 d=1 t=5175
lian ni 	连你	c=1 d=1 t=1285
lian zhe 	连着	c=1 d=1 t=1018
liang 	两	c=0 d=0.1 t=522
liang bian 	两边	c=2 d=1.0296 t=821
liang ge 	两个	c=5 d=1.00527 t=4643
liang li mi 	两厘米	c=1 d=1 t=523
liang mi 	两米	c=1 d=1 t=519
liang se 	亮色	c=1 d=1 t=3649
liang xia 	两下	c=1 d=1 t=1955
liao tian 	聊天	c=1 d=1 t=4774
lie biao 	列表	c=3 d=1.09277 t=3707
lie biao xiang 	列表项	c=1 d=1 t=3693
lin xing 	临幸	c=1 d=1 t=876
ling 	零	c=3 d=1.96561 t=4461
ling cun wei 	另存为	c=2 d=1.72253 t=2452
ling lao shi 	零老师	c=1 d=1 t=1864
ling wai 	另外	c=3 d=1.00031 t=3608
ling yi ban 	另一半	c=1 d=0.1 t=4390
ling yi ban de 	另一半的	c=1 d=1 t=4391
liu dian 	六点	c=1 d=1 t=4964
liu lan 	浏览	c=0 d=0.1 t=1889
liu lan wen jian 	浏览文件	c=1 d=1 t=1890
liu xia 	留下	c=0 d=0.1 t=1271
liu xia lai le 	留下来了	c=1 d=1 t=1272
liu zai 	留在	c=1 d=1 t=4074
lo 	咯	c=2 d=1.08982 t=4970
lou chu 	漏出	c=1 d=1.05945 t=668
lou chu tou 	漏出头	c=1 d=1 t=565
lou dong 	漏洞	c=0 d=0.1 t=947
lu 	路	c=0 d=0.162814 t=4981
lu zhi 	录制	c=1 d=1.09371 t=4107
ma 	吗	c=14 d=0.915402 t=5002
ma 	嘛	c=4 d=1.01661 t=4810
ma 	马	c=6 d=3.17389 t=862
ma an 	马鞍	c=2 d=1.25795 t=854
ma fan 	麻烦	c=1 d=0.697501 t=2838
ma fan ya 	麻烦呀	c=1 d=1 t=2839
ma la 	麻辣	c=0 d=0.1 t=5055
ma la ban 	麻辣拌	c=1 d=1 t=5056
ma la tang 	麻辣烫	c=1 d=1 t=5055
ma ni 	骂你	c=1 d=1 t=3948
ma wei shang 	马尾上	c=1 d=1 t=636
ma wo 	骂我	c=1 d=1 t=1090
mai 	买	c=1 d=1 t=552
mai bu qi 	买不起	c=2 d=1.89583 t=5155
mai de 	买的	c=1 d=1 t=1631
mai fang 	买房	c=1 d=1 t=5128
mai ge 	买个	c=2 d=1.01174 t=3741
mai jiu 	卖酒	c=1 d=1 t=2846
man man 	慢慢	c=2 d=1.09027 t=564
man man lai 	慢慢来	c=1 d=1 t=1175
man zu 	满足	c=1 d=1 t=2414
mang 	忙	c=0 d=0.1 t=38
mang guo 	芒果	c=1 d=1 t=2240
mang wan le 	忙完了	c=1 d=1 t=39
mang zhe 	忙着	c=1 d=1 t=881
mao 	毛	c=1 d=1 t=1546
mao bing 	毛病	c=1 d=1 t=4449
mei 	没	c=2 d=1.01511 t=5189
mei ban fa 	没办法	c=1 d=1 t=2901
mei bi yao 	没必要	c=1 d=1.00785 t=4464
mei bi yao gai bian 	没必要改变	c=1 d=1 t=3956
mei ci 	每次	c=2 d=1.00003 t=4884
mei cuo 	没错	c=2 d=1 t=3963
mei duo da 	没多大	c=1 d=1 t=185
mei fa 	没法	c=0 d=0.1 t=1606
mei fa guo qing 	没法过情	c=1 d=1 t=1607
mei gao huang 	没搞黄	c=1 d=1 t=204
mei guan xi 	没关系	c=1 d=1 t=751
mei ji hui 	没机会	c=1 d=1 t=4913
mei le 	没了	c=1 d=1 t=5101
mei le a 	没了啊	c=1 d=1 t=936
mei nian 	每年	c=1 d=1 t=4244
mei sha 	没啥	c=1 d=1 t=232
mei shen me 	没什么	c=1 d=1 t=1038
mei shi 	没事	c=2 d=1.00016 t=2849
mei shuo 	没说	c=1 d=1 t=5078
mei wan 	每晚	c=2 d=1.57695 t=875
mei xiang dao 	没想到	c=1 d=1 t=4820
mei xue 	没学	c=1 d=1 t=878
mei yi 	每一	c=0 d=0.1 t=2812
mei yi hang 	每一行	c=1 d=1 t=2813
mei you 	没有	c=19 d=2.02476 t=4757
mei you fa 	没有法	c=1 d=1 t=210
mei you le 	没有了	c=1 d=1 t=1156
mei you ne 	没有呢	c=1 d=1 t=2438
mei you ren 	没有人	c=1 d=1 t=589
mei you yuan fen 	没有缘分	c=1 d=1 t=1297
mei zhao ni 	没找你	c=1 d=1 t=4812
mei zhuang 	没装	c=1 d=1 t=4188
men 	们	c=0 d=0.1 t=4171
men bu 	们不	c=0 d=0.1 t=3573
meng jian zi ji 	梦见自己	c=1 d=1 t=713
meng li 	梦里	c=1 d=1 t=4368
mi fan 	米饭	c=1 d=1 t=5062
mi lian 	迷恋	c=1 d=1 t=1493
mi ma 	密码	c=1 d=1 t=955
mian 	面	c=1 d=1.0028 t=3048
mian dui mian 	面对面	c=0 d=0.1 t=4862
mian dui mian bao 	面对面抱	c=1 d=1 t=4863
mian pi 	面皮	c=1 d=1 t=1984
mian qian 	面前	c=1 d=1 t=505
mie 	咩	c=1 d=1 t=1580
mie you 	咩有	c=1 d=1 t=718
min gan 	敏感	c=1 d=1 t=2775
ming 	名	c=2 d=1.99005 t=4623
ming cheng 	名称	c=1 d=1 t=4551
ming ling 	命令	c=4 d=1.15685 t=3410
ming ling hang 	命令行	c=1 d=1 t=1836
ming ling mo shi 	命令模式	c=4 d=1.11582 t=2644
ming mu 	名目	c=1 d=1 t=3105
ming tian 	明天	c=3 d=2.09655 t=4919
ming zi 	名字	c=0 d=0.1 t=4356
ming zi ne 	名字呢	c=1 d=1 t=4357
mo kuai 	模块	c=1 d=1 t=1748
mo ming qi miao 	莫名其妙	c=1 d=1 t=3711
mo ren 	默认	c=2 d=1.00041 t=3648
mo ren zhuang tai 	默认状态	c=1 d=1 t=1913
mo shang qu 	摸上去	c=1 d=1 t=436
mo shi 	模式	c=8 d=1.12057 t=4011
mou ge 	某个	c=4 d=1.94799 t=4677
mou xie 	某些	c=2 d=1.8825 t=4719
mu biao 	目标	c=2 d=1.81058 t=2714
mu lu 	目录	c=1 d=1 t=1519
mu lu shu 	目录树	c=1 d=1 t=2729
mu qian 	目前	c=1 d=1 t=387
na 	哪	c=1 d=1 t=4826
na 	拿	c=1 d=1 t=56
na 	那	c=6 d=1.06901 t=5026
na bian 	那边	c=3 d=1 t=3880
na chu lai 	拿出来	c=1 d=1 t=2521
na dao 	那倒	c=1 d=1 t=1023
na ge 	那个	c=3 d=1.07969 t=2546
na jiu 	那就	c=5 d=1.16864 t=4848
na jiu shi 	那就是	c=1 d=1 t=475
na jiu wu suo wei le 	那就无所谓了	c=1 d=1 t=1541
na ke bu 	那可不	c=1 d=1 t=1445
na lai de 	哪来的	c=1 d=1 t=731
na le 	哪了	c=0 d=0.1 t=1789
na li 	哪里	c=5 d=1.00186 t=4997
na li 	那里	c=4 d=1.26185 t=3436
na me 	那么	c=4 d=1.11533 t=5190
na me duo 	那么多	c=1 d=1 t=4522
na ni 	那你	c=1 d=1.00155 t=5057
na ni ye qu 	那你也去	c=1 d=1 t=4224
na pa 	哪怕	c=1 d=1 t=4536
na shi 	那是	c=0 d=0.1 t=2163
na shi hou 	那时候	c=1 d=1 t=5186
na shi shui ya 	那是谁呀	c=1 d=1 t=2164
na tian 	那天	c=0 d=0.1 t=1934
na tian zhong wu 	那天中午	c=1 d=1 t=1935
na tiao 	那条	c=0 d=0.1 t=4888
na tiao lu 	那条路	c=1 d=1 t=4889
na wo 	那我	c=3 d=1.00001 t=4803
na xia 	拿下	c=0 d=0.1 t=948
na xia guo 	拿下过	c=1 d=1 t=949
na xie 	哪些	c=2 d=1.00008 t=3452
na xie 	娜写	c=-1 d=0 t=1571
na xie 	拿些	c=1 d=1 t=1571
na xie ren 	那些人	c=1 d=1 t=3453
na ye 	那也	c=2 d=1.00081 t=2522
na zhong 	那种	c=1 d=1 t=819
na zhuo 	那桌	c=1 d=1 t=4223
nai fen 	奶粉	c=0 d=0.1 t=691
nan hai zi 	男孩子	c=1 d=1 t=4379
nan jing 	南京	c=1 d=1 t=3912
nan ren 	男人	c=2 d=1.00219 t=2550
nan shou 	难受	c=3 d=1 t=4823
nao 	闹	c=1 d=1 t=1359
nao zi 	脑子	c=0 d=0.1 t=3963
nao zi li 	脑子里	c=1 d=1 t=1076
ne 	呢	c=11 d=1.21304 t=5204
nei 	内	c=1 d=1 t=3593
nei rong 	内容	c=5 d=1.03584 t=4607
nei xiang 	内向	c=1 d=1 t=1776
neng 	能	c=7 d=1.02169 t=5088
neng fou 	能否	c=1 d=1 t=4027
neng gou 	能够	c=2 d=1.24537 t=2025
neng kan dao 	能看到	c=1 d=1 t=3748
neng ren 	能人	c=1 d=1 t=4881
ni 	你	c=27 d=1.97312 t=5167
ni ba 	你爸	c=1 d=1 t=4317
ni bu hui 	你不会	c=0 d=0.1 t=1772
ni bu hui shi 	你不会是	c=1 d=1 t=4375
ni bu hui xi huan wo 	你不会喜欢我	c=1 d=1 t=1773
ni bu jiu shi 	你不就是	c=0 d=0.1 t=424
ni bu jiu shi ma 	你不就是吗	c=1 d=1 t=425
ni bu shi 	你不是	c=1 d=1 t=4562
ni bu zai 	你不在	c=1 d=1 t=1842
ni chu wai 	你除外	c=1 d=1 t=1989
ni da xue 	你大学	c=1 d=1 t=3544
ni dao shi hou 	你到时候	c=1 d=1 t=5168
ni de 	你的	c=4 d=0.159309 t=4508
ni fang xue hou 	你放学后	c=1 d=1 t=4148
ni gan ma 	你干嘛	c=1 d=1 t=1459
ni hai 	你还	c=0 d=0.1 t=5161
ni hai bu zhi dao 	你还不知道	c=1 d=1 t=4353
ni hai hao 	你还好	c=1 d=1 t=5105
ni hai mei 	你还没	c=1 d=1 t=3866
ni hai yao 	你还要	c=1 d=1 t=5162
ni hao 	你好	c=0 d=0.1 t=4
ni hao leng mo 	你好冷漠	c=1 d=1 t=5
ni hao xiang 	你好像	c=1 d=1 t=4730
ni hui 	你会	c=1 d=1 t=4821
ni jia you 	你加油	c=1 d=1 t=4259
ni jiao 	你叫	c=1 d=1 t=4360
ni jiu 	你就	c=2 d=1.0016 t=1423
ni ke yi 	你可以	c=1 d=1.00325 t=2878
ni ke yi de 	你可以的	c=1 d=1 t=2194
ni kuai 	你快	c=1 d=1 t=1475
ni la 	你啦	c=1 d=1 t=1096
ni lai 	你来	c=1 d=1 t=736
ni le 	你了	c=2 d=0.1 t=4791
ni le ne 	你了呢	c=1 d=1 t=4792
ni ma 	你妈	c=1 d=1 t=4318
ni men 	你们	c=2 d=1 t=4948
ni men bu shi dou 	你们不事都	c=1 d=1 t=3574
ni men xue xiao 	你们学校	c=1 d=1 t=265
ni qu 	你去	c=0 d=0.1 t=178
ni qu ai 	你去爱	c=1 d=1 t=179
ni shi 	你是	c=3 d=1 t=5073
ni shuo 	你说	c=0 d=0.1 t=1261
ni shuo shi 	你说是	c=1 d=1 t=1262
ni wei sha 	你为啥	c=1 d=1 t=3937
ni xi huan 	你喜欢	c=1 d=1 t=2186
ni xian zai 	你现在	c=0 d=0.1 t=4536
ni xian zai cai 	你现在才	c=1 d=1 t=4537
ni xiang 	你想	c=1 d=1 t=1392
ni yang wo a 	你养我啊	c=1 d=1 t=5114
ni yao 	你要	c=2 d=1.98511 t=1089
ni yao shi 	你要是	c=2 d=1.29083 t=4777
ni ye 	你也	c=0 d=0.1 t=3541
ni ye ke ai 	你也可爱	c=1 d=1 t=3542
ni yi ge 	你一个	c=1 d=1 t=1465
ni yi jing 	你已经	c=1 d=1 t=2921
ni zai 	你在	c=2 d=1 t=4932
ni zai gan sha 	你在干啥	c=1 d=1 t=1165
ni zai xiang 	你在想	c=1 d=1 t=4784
ni zhe shi 	你这是	c=1 d=1 t=3568
ni zhe yang 	你这样	c=1 d=1 t=1031
ni zi ji 	你自己	c=1 d=1 t=2241
ni zui 	你最	c=0 d=0.1 t=1906
ni zui hao chi 	你最好吃	c=1 d=1 t=1907
ni zui jin 	你最近	c=1 d=1 t=208
nian 	年	c=4 d=1.00317 t=5153
nian ling 	年龄	c=4 d=0.860467 t=4744
nian ling a 	年龄啊	c=1 d=1 t=4745
nian qian 	年前	c=0 d=0.1 t=342
nian xin 	年薪	c=1 d=1 t=5142
niao niao 	尿尿	c=1 d=1 t=4286
nin 	您	c=1 d=1 t=3879
ning diao 	拧掉	c=1 d=1 t=1370
nong wan le 	弄完了	c=1 d=1 t=2505
nv 	女	c=0 d=0.105366 t=812
nv hai zi 	女孩子	c=1 d=1 t=4207
o 	哦	c=1 d=0.10001 t=4290
o 	噢	c=1 d=1 t=4954
o o 	哦哦	c=1 d=1 t=2840
ou er 	偶尔	c=1 d=1 t=2750
pa 	怕	c=1 d=1 t=4514
pa 	爬	c=1 d=1 t=3933
pa teng 	怕疼	c=1 d=1 t=1127
pai ban 	排版	c=1 d=1 t=3839
pai ji 	排挤	c=1 d=1 t=5095
pang 	胖	c=0 d=0.1 t=2241
pang pang 	胖胖	c=0 d=0.1 t=2241
pang pang pang 	胖胖胖	c=1 d=1 t=2242
pao 	跑	c=2 d=1.00007 t=3736
pao dao 	跑到	c=1 d=1 t=1383
pao na le 	跑哪了	c=1 d=1 t=1790
pei 	配	c=0 d=0.1 t=3970
pei bu pei 	配不配	c=1 d=1 t=3971
pei ni 	陪你	c=2 d=1.03782 t=4806
pei zhi 	配置	c=5 d=1.23693 t=4560
pei zhi wen jian 	配置文件	c=1 d=1 t=2658
pen 	喷	c=2 d=2.0667 t=115
pen bi zi 	喷鼻子	c=1 d=1 t=87
peng zhang 	膨胀	c=2 d=1.90937 t=358
peng zhuang 	碰撞	c=3 d=2.49325 t=420
pi gu 	屁股	c=1 d=1 t=2191
pi hua 	屁话	c=0 d=0.196561 t=233
pi hua duo 	屁话多	c=1 d=1 t=234
pi hua zhen duo 	屁话真多	c=1 d=1 t=227
pi pei 	匹配	c=8 d=4.12268 t=3185
pin fan 	频繁	c=0 d=0.1 t=2931
pin fan shu ru 	频繁输入	c=1 d=1 t=2932
pin ming 	拼命	c=0 d=0.1 t=3466
pin si 	拼死	c=0 d=0.1 t=3466
pin si pin ming 	拼死拼命	c=1 d=1 t=3467
ping deng xiang chu 	平等相处	c=1 d=1 t=4469
ping lun 	评论	c=1 d=1 t=263
ping mu 	屏幕	c=6 d=1.15758 t=3888
ping shi 	平时	c=2 d=1.00001 t=5148
ping tang zhe 	平躺着	c=1 d=1 t=512
pu 	噗	c=6 d=1.00403 t=4019
pu ha ha ha ha ha 	噗哈哈哈哈哈	c=2 d=1 t=5212
pu pu tong tong 	普普通通	c=1 d=1 t=4073
pu tong 	普通	c=1 d=1 t=817
qi ba 	七八	c=1 d=1 t=463
qi dong 	启动	c=1 d=1 t=1910
qi fen 	气愤	c=1 d=1 t=3441
qi fen 	气氛	c=0 d=0.1 t=2510
qi fen dao le 	气氛到了	c=1 d=1 t=2511
qi lai 	起来	c=1 d=1 t=809
qi qi 	柒柒	c=1 d=1 t=869
qi shi 	其实	c=2 d=1.01878 t=4561
qi ta 	其他	c=4 d=1.00011 t=3802
qi ta de 	其他的	c=1 d=1 t=4152
qi ta ren 	其他人	c=2 d=1 t=3984
qi ta ren de 	其他人的	c=1 d=1 t=606
qi ye 	企业	c=0 d=0.1 t=928
qi ye wang luo 	企业网络	c=1 d=1 t=929
qi yong 	启用	c=2 d=1.96079 t=2700
qi yue kuai le 	七月快乐	c=1 d=1 t=1163
qi zhong 	其中	c=1 d=1 t=3597
qian 	前	c=6 d=1.87116 t=4638
qian 	钱	c=1 d=1 t=2778
qian chi 	浅吃	c=1 d=1 t=3115
qian chu 	签出	c=1 d=1 t=4664
qian duan shi jian 	前段时间	c=1 d=1 t=3980
qian ji tian 	前几天	c=2 d=1 t=4387
qian mian 	前面	c=2 d=1.00012 t=2310
qian shou 	牵手	c=1 d=1 t=4842
qian ti shi 	前提是	c=1 d=1 t=550
qian yi ge 	前一个	c=1 d=1 t=3029
qian zhe 	前者	c=1 d=1 t=2363
qiang 	强	c=1 d=1 t=3454
qiang xing 	强行	c=2 d=1.98511 t=4480
qiang zhi 	强制	c=0 d=0.1 t=2376
qiang zhi bao cun 	强制保存	c=1 d=1 t=2377
qie 	切	c=9 d=1.20149 t=4378
qie huan 	切换	c=8 d=1.99008 t=4674
qie huan dao 	切换到	c=2 d=1.9802 t=2292
qie qu 	窃取	c=1 d=1 t=952
qie yi 	惬意	c=1 d=1 t=787
qin ren 	亲人	c=1 d=1 t=2895
qin shou 	禽兽	c=0 d=0.1 t=752
qin shou yi dian 	禽兽一点	c=1 d=1 t=753
qin zui 	亲嘴	c=1 d=1 t=4946
qing 	情	c=0 d=0.1 t=1606
qing chu 	清楚	c=0 d=0.1 t=1635
qing hua 	清华	c=1 d=1 t=5140
qing kuang 	情况	c=3 d=1.90653 t=3894
qing qiu 	请求	c=1 d=1 t=4721
qing song 	轻松	c=2 d=1.00024 t=5122
qing tian 	晴天	c=1 d=1 t=652
qing wen 	请问	c=1 d=1 t=1827
qing xi 	清晰	c=1 d=1 t=2562
qing zhong 	情种	c=0 d=0.1 t=3951
qiu qiu 	求求	c=1 d=1 t=72
qu 	去	c=16 d=3.11846 t=5179
qu ba 	去吧	c=0 d=0.1 t=1163
qu ba qu ba 	去吧去吧	c=2 d=1 t=4278
qu fen 	区分	c=2 d=1.96079 t=2702
qu kan kan 	去看看	c=1 d=1 t=1216
qu le 	去了	c=3 d=1.1678 t=4398
qu shui 	去睡	c=1 d=1 t=256
qu xiao 	取消	c=1 d=1 t=2664
qu yu 	区域	c=2 d=1.05156 t=4071
quan 	全	c=1 d=1 t=2447
quan dou 	全都	c=0 d=0.1 t=1454
quan dou gei 	全都给	c=1 d=1 t=1455
quan guo 	全国	c=1 d=1 t=3534
quan hong 	全红	c=0 d=0.1 t=2162
quan hong chan 	全红婵	c=1 d=1 t=2163
quan ju 	全局	c=2 d=1.7827 t=2806
quan li 	权力	c=1 d=1 t=160
quan mian jian cheng xiao kang she hui 	全面建成小康社会	c=1 d=1 t=444
quan wen 	全文	c=1 d=1 t=2721
quan xian 	权限	c=2 d=1.04159 t=951
que 	却	c=1 d=1 t=4898
que fa 	缺乏	c=2 d=1.98511 t=4160
que ren 	确认	c=2 d=1.85642 t=2812
que shi 	确实	c=8 d=1.00365 t=5207
qun 	群	c=1 d=1 t=4184
ran hou 	然后	c=26 d=1.47246 t=4944
ran hou fa xian 	然后发现	c=1 d=1 t=987
rang 	让	c=2 d=1.0019 t=1745
rang ni 	让你	c=1 d=1 t=1404
rang ta 	让她	c=1 d=1 t=1147
re qing 	热情	c=0 d=0.196561 t=1778
re qing ma 	热情吗	c=1 d=1 t=1779
ren 	人	c=5 d=1.84791 t=3824
ren he 	任何	c=1 d=1 t=4630
ren he di fang 	任何地方	c=1 d=1 t=471
ren lei 	人类	c=1 d=1 t=1247
ren shi 	认识	c=1 d=0.952144 t=3820
ren shi de 	认识的	c=1 d=1 t=1503
ri chang 	日常	c=1 d=1 t=1352
rong he 	融合	c=1 d=1 t=404
rong yi 	容易	c=1 d=1 t=3882
ru 	如	c=9 d=2.10995 t=4634
ru guo 	如果	c=4 d=1.35645 t=2652
ruan jian 	软件	c=1 d=1 t=3610
ruan lian jie 	软链接	c=1 d=1 t=5223
ruo gan nian hou 	若干年后	c=1 d=1 t=398
sai 	塞	c=0 d=0.1 t=5071
sai ni zui li 	塞你嘴里	c=1 d=1 t=5072
san 	三	c=0 d=0.1 t=5007
san fen zhong 	三分钟	c=1 d=1 t=4843
san ge 	三个	c=0 d=0.1 t=598
san ge ci 	三个词	c=1 d=1 t=599
san le 	散了	c=0 d=0.1 t=608
san lu nai fen 	三鹿奶粉	c=1 d=1 t=684
san mu 	三木	c=1 d=1 t=4728
san nian 	三年	c=1 d=1 t=3468
san shi duo 	三十多	c=1 d=1 t=5147
san si qian 	三四千	c=1 d=1 t=5008
sao 	扫	c=1 d=1 t=946
sha 	啥	c=4 d=1.0305 t=5059
sha bi 	傻逼	c=1 d=1 t=3944
sha dou hao 	啥都好	c=1 d=1 t=1074
sha le ni 	杀了你	c=1 d=1 t=4931
sha mo 	沙漠	c=3 d=1.75917 t=827
sha ni 	杀你	c=1 d=1 t=4369
sha qiu 	沙丘	c=2 d=1.5627 t=562
sha shi hou 	啥时候	c=1 d=1 t=4934
shan chu 	删除	c=20 d=0.112047 t=4680
shan chu fen zhi 	删除分支	c=1 d=1 t=4681
shan zhu 	山竹	c=1 d=1 t=1364
shang 	上	c=12 d=0.234049 t=4632
shang chou 	上愁	c=1 d=1 t=5127
shang chuan 	上传	c=2 d=1.97045 t=5225
shang ci 	上次	c=2 d=1.00003 t=4526
shang fang 	上方	c=2 d=1.73345 t=3758
shang ge 	上个	c=2 d=1.94176 t=3470
shang hai dao 	伤害到	c=0 d=0.1 t=4515
shang hai dao ni 	伤害到你	c=1 d=1 t=4516
shang ke 	上课	c=2 d=1.11304 t=4936
shang le 	上了	c=1 d=1 t=3779
shang mian 	上面	c=4 d=2.80654 t=2335
shang shen ti 	伤身体	c=1 d=1 t=2492
shang sheng 	上升	c=1 d=1 t=3559
shang xia 	上下	c=4 d=2.8789 t=2296
shang xia zuo you 	上下左右	c=1 d=1 t=2305
shang xin 	伤心	c=1 d=1 t=4432
shang xue 	上学	c=0 d=0.1 t=5116
shang yi 	上一	c=0 d=0.1 t=2602
shang yi ci 	上一次	c=0 d=0.1 t=3411
shang yi ci cao zuo 	上一次操作	c=1 d=1 t=3412
shang yi ge 	上一个	c=7 d=1.01856 t=4132
shang yi hang 	上一行	c=1 d=1 t=2603
shang yi ye 	上一页	c=1 d=1 t=3191
shao 	少	c=2 d=1 t=4897
she 	射	c=1 d=1 t=716
she bu de 	舍不得	c=1 d=1 t=1796
she hui zhu yi xian dai hua 	社会主义现代化	c=1 d=1 t=476
she jiao 	社交	c=1 d=1 t=3819
she kong 	社恐	c=1 d=1 t=2070
she le 	射了	c=1 d=1 t=730
she zhi 	设置	c=2 d=1.02692 t=2036
she zhi wei 	设置为	c=1 d=1 t=2886
shen bian 	身边	c=1 d=1 t=4880
shen bian you ren ma 	身边有人嘛	c=1 d=1 t=181
shen e 	深恶	c=0 d=0.1 t=2144
shen e ma 	深恶吗	c=1 d=1 t=2145
shen ju gao wei 	身居高位	c=1 d=1 t=4899
shen me 	什么	c=8 d=2.25135 t=4570
shen me a 	什么啊	c=1 d=1 t=1435
shen me de 	什么的	c=1 d=0.104585 t=4859
shen me dou 	什么都	c=2 d=1.88692 t=4059
shen me shi hou 	什么时候	c=3 d=1.52994 t=4498
shen me ye 	什么也	c=1 d=1 t=2925
shen qing 	深情	c=2 d=1.96561 t=3968
