# Rime user dictionary
#@/db_name	clover
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	5226
#@/user_id	9a37928f-410e-4e25-b28a-7b53c5089780
fan fan fu fu 	反反复复	c=1 d=1 t=1053
fan hui 	返回	c=2 d=1.01111 t=2821
fan lao huan tong 	返老还童	c=1 d=1 t=705
fan pu gui zhen 	返璞归真	c=2 d=1.66698 t=704
fan shen 	翻身	c=1 d=1 t=3524
fan si le 	烦死了	c=2 d=1.00096 t=2444
fan si ren 	烦死人	c=1 d=1 t=721
fan ye 	翻页	c=1 d=1 t=3188
fan yi 	翻译	c=1 d=1 t=1833
fan zheng 	反正	c=3 d=1 t=4426
fang 	放	c=1 d=1 t=3526
fang 	方	c=1 d=1.03791 t=3331
fang bian 	方便	c=4 d=1.10853 t=2418
fang qi 	放弃	c=1 d=1 t=2428
fang shi 	方式	c=3 d=1.86889 t=4632
fang xue 	放学	c=1 d=1 t=767
fang xue hou 	放学后	c=0 d=0.1 t=4147
fang yang 	放养	c=1 d=1 t=873
fang zai 	放在	c=3 d=1.00026 t=5185
fang zhe 	放着	c=1 d=1 t=559
fang zu 	房租	c=1 d=1 t=5010
fei 	飞	c=1 d=1 t=1331
fei chang 	非常	c=0 d=0.1 t=3439
fei che 	飞车	c=1 d=1 t=4327
fei fa ding 	非法定	c=1 d=1 t=154
fei hua 	废话	c=1 d=1 t=4807
fei ji bei 	飞机杯	c=2 d=1.01105 t=2520
fei li 	费力	c=1 d=1 t=1041
fen bian lv 	分辨率	c=1 d=1 t=3889
fen bie 	分别	c=1 d=1 t=2956
fen de 	分得	c=1 d=1 t=1635
fen ge 	分割	c=5 d=1.01573 t=3348
fen kai 	分开	c=1 d=1 t=1756
fen ni 	分你	c=1 d=1 t=1437
fen ping 	分屏	c=10 d=1.86207 t=3893
fen wei 	分为	c=3 d=1.83368 t=2756
fen zhi 	分支	c=18 d=2.71962 t=4705
fen zou 	分走	c=1 d=1 t=5163
feng li 	凤梨	c=0 d=0.1 t=1857
feng zhi 	奉旨	c=0 d=0.1 t=967
feng zhi xing shi 	奉旨行事	c=1 d=1 t=968
fou ze 	否则	c=1 d=1 t=2659
fu dao yuan 	辅导员	c=1 d=1 t=4180
fu gai 	覆盖	c=3 d=2.88355 t=3334
fu hao 	符号	c=1 d=0.874153 t=3565
fu hao lian jie 	符号链接	c=1 d=1 t=5222
fu xian 	复现	c=1 d=1 t=3883
fu zhi 	复制	c=10 d=3.65914 t=3483
fu zhi yi hang 	复制一行	c=1 d=1 t=3270
fu zhi zhan tie 	复制粘贴	c=1 d=1 t=1895
ga ha 	噶哈	c=1 d=1 t=4933
gai 	改	c=1 d=1.00797 t=4809
gai 	该	c=3 d=1.00047 t=4169
gai bian 	改变	c=7 d=2.54152 t=3955
gai cheng 	改成	c=5 d=3.76623 t=3406
gai mo shi 	该模式	c=3 d=2.56979 t=2049
gai nian 	概念	c=1 d=1 t=1557
gai shi 	该市	c=0 d=0.1 t=847
gai tian 	改天	c=1 d=1 t=696
gai zheng 	改正	c=1 d=1 t=4825
gan bu shang 	赶不上	c=2 d=1.17728 t=3901
gan chi 	敢吃	c=1 d=1 t=5075
gan jue 	感觉	c=5 d=1.85516 t=5130
gan ma 	干嘛	c=9 d=1.61446 t=5113
gan ma ya 	干嘛呀	c=1 d=1 t=3567
gan qing 	感情	c=1 d=1 t=3994
gan sha 	干啥	c=3 d=1 t=4952
gan wo 	干我	c=1 d=1 t=1627
gang 	刚	c=1 d=0.10001 t=4312
gang cai 	刚才	c=1 d=1 t=4748
gang cai 	钢材	c=2 d=1 t=4747
gang cong 	刚从	c=1 d=1 t=1205
gang da wan 	刚打完	c=1 d=1 t=4313
gang tie 	钢铁	c=1 d=1 t=426
gao 	搞	c=4 d=1 t=4817
gao 	高	c=2 d=1.92312 t=467
gao ao 	高傲	c=2 d=1.96079 t=601
gao bie 	告别	c=1 d=1 t=4785
gao chu 	搞出	c=1 d=1 t=1003
gao de 	搞得	c=1 d=1 t=4466
gao dian 	高点	c=1 d=1 t=598
gao er 	高二	c=1 d=1 t=4545
gao kao 	高考	c=3 d=1.55645 t=4241
gao ke ji 	高科技	c=1 d=1 t=539
gao leng 	高冷	c=3 d=1.04267 t=1740
gao leng nv 	高冷女	c=3 d=1.00109 t=1735
gao leng xiao wang zi 	高冷小王子	c=1 d=1 t=250
gao ni 	搞你	c=1 d=1 t=1042
gao san 	高三	c=1 d=1 t=4547
gao shen 	高深	c=1 d=1 t=5191
gao su 	告诉	c=1 d=1 t=1568
gao su wo 	告诉我	c=2 d=1.00002 t=4366
gao su wo ma 	告诉我嘛	c=1 d=1 t=2178
gao xiao 	搞笑	c=1 d=0.101144 t=2182
gao xiao nv 	搞笑女	c=1 d=1 t=813
gao zhong 	高中	c=2 d=1 t=3703
gao zhong sheng 	高中生	c=1 d=1 t=1466
ge 	个	c=17 d=1.08337 t=5139
ge 	哥	c=8 d=0.112653 t=4831
ge ge 	各个	c=1 d=1 t=1746
ge ji ge 	哥几个	c=1 d=1 t=4832
ge pi 	个屁	c=1 d=1 t=677
ge qu 	歌曲	c=1 d=1 t=4321
ge ren 	个人	c=1 d=1 t=2204
ge shi 	格式	c=2 d=1.63445 t=3840
ge shu 	个数	c=0 d=0.1 t=3847
ge wai 	格外	c=0 d=0.1 t=1138
ge wai duo 	格外多	c=1 d=1 t=1139
ge zhong 	各种	c=1 d=1 t=4857
ge zi 	各自	c=1 d=1 t=1679
gei 	给	c=2 d=1 t=4251
gei bie ren 	给别人	c=2 d=1.99501 t=1129
gei ge 	给个	c=1 d=1 t=2158
gei ni 	给你	c=5 d=1.99412 t=4146
gei ni yi ban 	给你一半	c=1 d=1 t=1440
gei wo 	给我	c=5 d=1.72254 t=4274
gen 	跟	c=4 d=1 t=4266
gen ben 	根本	c=2 d=1 t=3926
gen ni 	跟你	c=3 d=1.54747 t=4945
gen ni xue 	跟你学	c=1 d=1 t=1105
gen qian 	跟前	c=1 d=1 t=804
gen wo 	跟我	c=1 d=1 t=3570
gen wo men 	跟我们	c=0 d=0.1 t=3429
gen wo men shuo 	跟我们说	c=1 d=1 t=3430
geng 	更	c=1 d=1 t=3789
geng ai 	更爱	c=0 d=0.1 t=15
geng ai ni le ne 	更爱你了呢	c=1 d=1 t=16
geng gai 	更改	c=3 d=2.60408 t=4710
geng gai hou 	更改后	c=1 d=1 t=4557
geng jin 	更近	c=1 d=1 t=415
gong an ju 	公安局	c=1 d=1 t=965
gong ji 	攻击	c=1 d=1 t=930
gong ju 	工具	c=1 d=1 t=1834
gong neng 	功能	c=2 d=1.02844 t=2754
gong ping 	公平	c=2 d=1.94176 t=3531
gong qing tuan 	共青团	c=1 d=1 t=932
gong si 	公司	c=1 d=1 t=5093
gong xian zhe 	贡献者	c=1 d=1 t=4714
gong zuo 	工作	c=5 d=0.242774 t=4654
gong zuo liu 	工作流	c=1 d=1 t=4684
gong zuo qu 	工作区	c=1 d=1 t=4649
gong zuo shu 	工作树	c=1 d=1 t=4655
gong zuo yi hou 	工作以后	c=1 d=1 t=1110
gou 	够	c=0 d=0.1 t=1282
gou le 	钩了	c=0 d=0.1 t=2007
gou shang 	勾上	c=0 d=0.1 t=2174
gou shang le 	勾上了	c=1 d=1 t=2175
gu ding 	固定	c=1 d=1 t=3808
gu yong bing 	雇佣兵	c=1 d=1 t=4242
gu yong jun 	雇佣军	c=1 d=1 t=4239
gua 	瓜	c=1 d=1 t=2147
guai 	乖	c=1 d=1 t=253
guan bi 	关闭	c=1 d=1.09656 t=2347
guan bi fen ping 	关闭分屏	c=1 d=1 t=2341
guan jian zi 	关键字	c=2 d=1.07769 t=2670
guan li yuan 	管理员	c=1 d=1 t=950
guan lian 	关联	c=1 d=1 t=4144
guan zhu 	关注	c=1 d=1 t=3690
guang biao 	光标	c=57 d=5.37203 t=3831
guang biao chu 	光标处	c=1 d=1 t=3207
guang biao kai shi 	光标开始	c=1 d=1 t=3225
guang biao wei zhi 	光标位置	c=1 d=1 t=3364
guang chang wu 	广场舞	c=0 d=0.1 t=2160
guang dong 	广东	c=1 d=1 t=931
guang zhou 	广州	c=1 d=1 t=5112
gui yi 	诡异	c=0 d=0.1 t=2160
gui yi guang chang wu 	诡异广场舞	c=1 d=1 t=2161
gui zhi dao 	鬼知道	c=1 d=1 t=3733
gun dong tiao 	滚动条	c=1 d=1 t=3682
guo 	过	c=3 d=1 t=3930
guo bu qu 	过不去	c=1 d=1 t=1280
guo duan shi jian 	过段时间	c=1 d=1 t=3986
guo min xing 	过敏性	c=2 d=1.01201 t=989
guo min xing bi yan yan 	过敏性鼻咽炎	c=1 d=1 t=150
guo qu 	过去	c=0 d=0.1 t=1390
guo yu 	过于	c=1 d=1 t=317
ha er bin 	哈尔滨	c=1 d=1 t=4232
ha gong da 	哈工大	c=1 d=1 t=5022
ha ha ha ha ha 	哈哈哈哈哈	c=0 d=0.1 t=830
ha xi 	哈希	c=1 d=1 t=4609
hai 	害	c=7 d=1.50202 t=4072
hai 	还	c=12 d=1.29898 t=4315
hai bu gou 	还不够	c=1 d=1 t=1788
hai bu shi 	还不是	c=1 d=1 t=171
hai bu shui 	还不睡	c=1 d=1 t=274
hai dei kan 	还得看	c=1 d=1 t=3969
hai gei ni 	还给你	c=1 d=1 t=1616
hai hui 	还会	c=2 d=1.98511 t=3787
hai ke yi 	还可以	c=1 d=1.08025 t=2193
hai ke yi chi 	还可以吃	c=2 d=1.72979 t=2213
hai mei 	还没	c=2 d=1 t=4546
hai mei you 	还没有	c=1 d=1 t=4280
hai neng 	还能	c=4 d=0.5253 t=4324
hai neng zhe yang 	还能这样	c=1 d=1 t=4325
hai shi 	还是	c=4 d=1.02849 t=4894
hai ting 	还挺	c=0 d=0.1 t=4980
hai ting hao 	还挺好	c=1 d=1 t=4981
hai wang 	海王	c=1 d=1 t=758
hai xiang 	还想	c=1 d=1 t=937
hai xiu de 	害羞的	c=1 d=1 t=29
hai yao 	还要	c=2 d=1.00004 t=5149
hai yao yong 	还要用	c=1 d=1 t=3579
hai yi wei 	还以为	c=1 d=1 t=264
hai you 	还有	c=13 d=1.09866 t=5106
hai zai 	还在	c=3 d=1.00001 t=3064
han bao wang 	汉堡王	c=1 d=1 t=1998
han men 	寒门	c=0 d=0.1 t=3522
han men zi di 	寒门子弟	c=1 d=1 t=3523
han xu 	含蓄	c=1 d=1 t=4735
hang 	行	c=11 d=2.30713 t=4046
hang hao 	行号	c=2 d=1.95123 t=2665
hang shou 	行首	c=8 d=4.15883 t=3100
hang tou 	行头	c=1 d=1 t=2972
hang wei 	行尾	c=3 d=1.48559 t=2983
hao 	好	c=15 d=1.62842 t=5176
hao ba 	好吧	c=5 d=1.08804 t=4344
hao bang 	好棒	c=0 d=0.1 t=1980
hao bang de 	好棒的	c=1 d=1 t=1981
hao bo 	好啵	c=3 d=1.01074 t=2767
hao bu hao 	好不好	c=1 d=1.00011 t=1443
hao bu hao ma 	好不好嘛	c=1 d=1 t=75
hao bu rong yi 	好不容易	c=1 d=1 t=5159
hao chi 	好吃	c=0 d=0.1 t=1906
hao chi de 	好吃的	c=2 d=1.92774 t=5065
hao da 	好大	c=3 d=2.87435 t=2208
hao de 	好的	c=5 d=1.73887 t=4358
hao de ne 	好的呢	c=2 d=1.00001 t=3973
hao du ren 	好度人	c=1 d=1 t=3512
hao duo 	好多	c=3 d=1.00002 t=4215
hao duo a 	好多啊	c=1 d=1 t=2842
hao duo ren 	好多人	c=3 d=1.01323 t=3513
hao duo tou fa 	好多头发	c=1 d=1 t=1136
hao duo yao 	好多药	c=1 d=1 t=86
hao hao 	好好	c=3 d=1.50572 t=5135
hao hao de 	好好的	c=1 d=1 t=1959
hao hao kan 	好好看	c=2 d=1.60957 t=276
hao hao shang xue 	好好上学	c=1 d=1 t=5117
hao hao xue 	好好学	c=1 d=1 t=1065
hao he 	好喝	c=1 d=1 t=687
hao huang 	好黄	c=1 d=1 t=673
hao hui 	好会	c=1 d=1 t=4374
hao ji ge 	好几个	c=1 d=1 t=891
hao jia huo 	好家伙	c=7 d=1.01795 t=5209
hao jiu 	好久	c=0 d=0.1 t=1992
hao jiu a 	好久啊	c=1 d=1 t=1993
hao kan 	好看	c=1 d=1 t=2153
hao le 	好了	c=3 d=1 t=5201
hao li hai 	好厉害	c=1 d=1 t=1378
hao ma fan 	好麻烦	c=3 d=1.00499 t=5052
hao man 	好慢	c=1 d=1 t=4788
hao nan 	好难	c=1 d=1 t=1056
hao ne 	好呢	c=1 d=1 t=4425
hao o 	好哦	c=10 d=2.11078 t=5205
hao qi 	好奇	c=2 d=1 t=4725
hao qi xin 	好奇心	c=1 d=1 t=2174
hao shao 	好少	c=1 d=1 t=1994
hao song 	好怂	c=1 d=1 t=2514
hao wan 	好晚	c=0 d=0.1 t=4946
hao wan a 	好晚啊	c=1 d=1 t=4947
hao wan le 	好晚了	c=1 d=1 t=1997
hao xiang 	好像	c=6 d=1.4107 t=4755
hao xiang shi 	好像是	c=1 d=1 t=4963
hao ye 	好耶	c=3 d=1.00707 t=2864
hao yong 	好用	c=1 d=1 t=1831
hao you yuan 	好有缘	c=1 d=1 t=1236
he 	和	c=22 d=2.78103 t=4699
he 	喝	c=1 d=0.100838 t=4286
he bing 	合并	c=7 d=2.69147 t=4724
he bu he shi 	合不合适	c=1 d=1 t=4762
he fa 	合法	c=1 d=1 t=159
he fu she 	核辐射	c=1 d=1 t=2547
he guo 	喝过	c=1 d=1 t=691
he he 	呵呵	c=1 d=1 t=3536
he he 	喝喝	c=1 d=1 t=783
he jin 	何进	c=1 d=1 t=4876
he jiu 	喝酒	c=2 d=1.00207 t=3172
he shang 	和尚	c=0 d=0.1 t=2333
he shang mian 	和尚面	c=1 d=1 t=2334
he shi 	合适	c=1 d=1 t=4411
he xin 	核心	c=1 d=1 t=1765
he zui le 	喝醉了	c=1 d=1 t=2882
he zuo 	合作	c=1 d=1 t=4269
hei 	黑	c=0 d=0.1 t=1857
hei feng li 	黑凤梨	c=1 d=1 t=1858
hen 	很	c=2 d=0.100059 t=4507
hen bu 	很不	c=0 d=0.1 t=1781
hen bu de 	恨不得	c=1 d=1 t=1783
hen da 	很大	c=2 d=1 t=4410
hen duo 	很多	c=2 d=1.00003 t=2623
hen duo de 	很多的	c=1 d=1 t=3864
hen duo ge 	很多个	c=1 d=1 t=872
hen duo nian qian 	很多年前	c=1 d=1 t=343
hen fang bian 	很方便	c=1 d=1 t=2062
hen fu he 	很符合	c=1 d=1 t=1849
hen hao 	很好	c=2 d=1.00001 t=2924
hen jian gu 	很坚固	c=1 d=1 t=429
hen jiu le 	很久了	c=1 d=1 t=4525
hen lei 	很累	c=1 d=1 t=633
hen ma fan 	很麻烦	c=1 d=1 t=2663
hen nan 	很难	c=0 d=0.1 t=80
hen nan zhi 	很难治	c=1 d=1 t=81
hen ping jing 	很平静	c=1 d=1 t=591
hen rong yi 	很容易	c=1 d=1 t=4226
hen shuai 	很帅	c=1 d=1 t=800
hen song 	很怂	c=1 d=1 t=1116
hen xi huan 	很喜欢	c=0 d=0.1 t=14
hen xi huan ne 	很喜欢呢	c=1 d=1 t=15
hen xu yao 	很需要	c=1 d=1 t=2783
hen you yu 	很犹豫	c=1 d=1 t=4508
heng 	哼	c=2 d=1.6005 t=1882
hong 	哄	c=0 d=0.1 t=63
hong 	宏	c=3 d=2.92488 t=4133
hong bu hao 	哄不好	c=2 d=1.97531 t=69
hong lou 	红楼	c=2 d=1.96561 t=5203
hong lou meng 	红楼梦	c=1 d=1 t=5200
hong lu zhi 	宏录制	c=2 d=1.98511 t=4098
hong yi fu 	红衣服	c=1 d=1 t=2010
hong you mian pi 	红油面皮	c=1 d=1 t=1879
hou 	后	c=12 d=0.111243 t=4556
hou 	猴	c=1 d=1 t=1866
hou ce 	后侧	c=1 d=1 t=113
hou hui 	后悔	c=2 d=1 t=4484
hou lai 	后来	c=1 d=1 t=5042
hou long 	喉咙	c=1 d=1 t=1017
hou mian 	后面	c=4 d=1.03591 t=3717
hou mian jia 	后面加	c=1 d=0.100008 t=4632
hou mian jia shang 	后面加上	c=1 d=1 t=4633
hou tui 	后退	c=1 d=1 t=4481
hou yi 	后一	c=0 d=0.1 t=3090
hu you 	忽悠	c=0 d=0.1 t=862
hua 	化	c=2 d=1.50916 t=810
hua 	花	c=3 d=1 t=5150
hua 	话	c=7 d=1.01039 t=3123
hua mian 	画面	c=2 d=1.16864 t=1080
hua shuo 	话说	c=2 d=1.01122 t=1638
hua ti 	话题	c=1 d=1 t=3662
hua wen 	花纹	c=0 d=0.1 t=535
huai li 	怀里	c=1 d=1 t=1794
huai yi 	怀疑	c=1 d=1 t=287
huan 	换	c=1 d=1 t=1416
huan cheng 	换成	c=1 d=1 t=1411
huan cheng le 	换成了	c=1 d=1 t=2339
huan hang 	换行	c=1 d=1 t=3669
huan jing 	环境	c=2 d=1.00038 t=3613
huan le 	换了	c=2 d=1.00525 t=1940
huan shou 	换手	c=0 d=0.1 t=1408
huan shou ji 	换手机	c=0 d=0.1 t=1409
huan shou ji ba 	换手机吧	c=1 d=1 t=1410
huan shou ji ba 	换手鸡巴	c=1 d=1 t=1409
huan xiang 	幻想	c=1 d=1 t=4392
hui 	会	c=19 d=1.11965 t=4483
hui bei 	会被	c=2 d=1.06319 t=1583
hui che 	回车	c=2 d=1.54335 t=2942
hui cuo 	会错	c=0 d=0.1 t=4730
hui cuo wo de yi 	会错我的意	c=1 d=1 t=4731
hui dui 	会对	c=0 d=0.1 t=1901
hui fa sheng 	会发生	c=1 d=1 t=3841
hui fu 	恢复	c=3 d=1.07926 t=5174
hui lai 	回来	c=2 d=1.00002 t=3426
hui lai le 	回来了	c=1 d=1 t=35
hui le 	回了	c=1 d=1 t=1203
hui qu 	回去	c=1 d=1 t=4935
hui se 	晦涩	c=1 d=1 t=1178
hui ying 	回应	c=1 d=0.1 t=4505
hui ying ni 	回应你	c=1 d=1 t=4506
hui you 	会有	c=1 d=1 t=864
hui zong 	汇总	c=0 d=0.1 t=4079
huo 	或	c=6 d=1.00017 t=4690
huo dong 	活动	c=1 d=1 t=3820
huo guo 	火锅	c=1 d=1 t=5051
huo jin de 	霍金的	c=1 d=1 t=477
huo zhe 	或者	c=12 d=2.10412 t=5097
ji 	即	c=3 d=1.03322 t=3844
ji ba 	鸡巴	c=0 d=0.1 t=1408
ji bai wan 	几百万	c=1 d=1 t=4252
ji ben 	基本	c=1 d=0.1 t=4193
ji ben dou shi 	基本都是	c=2 d=1.06555 t=4739
ji chu 	基础	c=4 d=3.08943 t=2344
ji ci 	几次	c=1 d=1 t=1822
ji di 	几滴	c=1 d=1 t=2471
ji du 	极度	c=2 d=1.22993 t=2069
ji duo 	几朵	c=1 d=1 t=640
ji ge 	几个	c=0 d=0.1 t=4831
ji gou 	机构	c=1 d=1 t=4268
ji hua 	计划	c=2 d=1.17817 t=3899
ji hui 	机会	c=1 d=1 t=1085
ji ji 	几几	c=1 d=1 t=742
ji jian 	击键	c=1 d=1 t=1901
ji ke 	即可	c=1 d=1 t=1322
ji lu 	记录	c=0 d=0.1 t=1681
ji lu tiao 	记录条	c=1 d=1 t=1682
ji nian 	几年	c=1 d=1 t=3941
ji shi gan 	即视感	c=1 d=1 t=2059
ji shi gan 	既视感	c=-1 d=1 t=2058
ji shi yi 	几十亿	c=1 d=1 t=440
ji suan ji 	计算机	c=1 d=1 t=1064
ji tian 	几天	c=1 d=1 t=1815
ji xu 	继续	c=3 d=1.33537 t=4260
ji zhong 	几种	c=1 d=1 t=4602
ji zhong 	集中	c=1 d=1 t=4601
ji zhu le 	记住了	c=1 d=1 t=1609
jia 	加	c=1 d=0.1 t=5210
jia 	家	c=2 d=1.47711 t=1355
jia de 	假的	c=1 d=1 t=710
jia li 	家里	c=1 d=1 t=2844
jia ran er zhi 	戛然而止	c=1 d=1 t=3663
jia ru 	加入	c=1 d=1 t=4296
jia shang 	加上	c=2 d=1.97531 t=2350
jia shang le 	加上了	c=1 d=1 t=2311
jia shi fen 	加十分	c=1 d=1 t=5211
jia wo 	加我	c=0 d=0.1 t=4439
jia wo de 	加我的	c=1 d=1 t=4440
jia yang 	假阳	c=1 d=1 t=1621
jia you 	加油	c=0 d=0.1 t=4258
jia zhi guan 	价值观	c=1 d=1 t=3781
jian 	建	c=1 d=1 t=1969
jian 	见	c=1 d=1 t=1992
jian 	键	c=2 d=1.29083 t=2217
jian ce 	监测	c=0 d=0.1 t=995
jian ce dao ni 	监测到你	c=1 d=1 t=996
jian cha 	检查	c=2 d=1.30728 t=279
jian dan 	简单	c=1 d=1.00602 t=2409
jian dan kan le xia 	简单看了下	c=1 d=1 t=1848
jian du 	监督	c=0 d=0.1 t=1086
jian du wo 	监督我	c=1 d=1 t=1087
jian fei 	减肥	c=1 d=1 t=4901
jian gu 	坚固	c=0 d=0.1 t=428
jian guo 	坚果	c=0 d=0.1 t=1288
jian guo 	见过	c=1 d=1 t=3435
jian guo yun 	坚果云	c=3 d=1.00362 t=2559
jian hu ren 	监护人	c=1 d=1 t=157
jian kang 	健康	c=1 d=1 t=40
jian kang de 	健康的	c=1 d=1 t=1348
jian ming jiao cheng 	简明教程	c=1 d=1 t=1112
jian pan 	键盘	c=1 d=1 t=2854
jian shi 	见识	c=1 d=1 t=4896
jian wo 	见我	c=1 d=1 t=1294
jian zhuang 	健壮	c=2 d=1.96561 t=603
jiang 	将	c=15 d=1.2709 t=4703
jiang qi 	将其	c=1 d=1 t=4723
jiang sheng 	缰绳	c=1 d=1.02554 t=853
jiao 	叫	c=2 d=1.9802 t=4355
jiao cheng 	教程	c=2 d=1.0234 t=2625
jiao chu 	教出	c=0 d=0.1 t=4340
jiao chu lai 	教出来	c=1 d=1 t=4341
jiao du 	角度	c=0 d=0.1 t=5209
jiao du xin qi 	角度新奇	c=1 d=1 t=5210
jiao liu 	交流	c=1 d=1 t=3581
jiao lv 	焦虑	c=0 d=0.197531 t=1816
jiao ting 	叫停	c=1 d=1 t=1485
jiao wo 	叫我	c=1 d=1 t=4348
jiao xiao 	较小	c=1 d=1 t=3603
jiao yu 	教育	c=1 d=1 t=4316
jiao zi 	饺子	c=2 d=1.47237 t=1361
jie 	解	c=2 d=1.99501 t=2371
jie guo 	结果	c=2 d=1.00003 t=4905
jie hun le 	结婚了	c=0 d=0.1 t=5164
jie jue le 	解决了	c=1 d=1 t=1647
jie le 	借了	c=0 d=0.1 t=1457
jie le dian 	借了点	c=1 d=1 t=1458
jie mian 	界面	c=0 d=0.1 t=1304
jie mian tai xiao 	界面太小	c=1 d=1 t=1305
jie shao 	介绍	c=0 d=0.1 t=4077
jie shao dui xiang 	介绍对象	c=1 d=1 t=4078
jie shen zi hao 	洁身自好	c=1 d=1 t=1102
jie shou 	接受	c=1 d=1 t=4028
jie shou 	接收	c=1 d=1 t=1476
jie shu 	结束	c=5 d=1.04796 t=4104
jie tu 	截图	c=2 d=1 t=4399
jie wei 	结尾	c=2 d=1.31192 t=3234
jie zhe 	接着	c=1 d=1 t=4161
jin 	进	c=2 d=1.86502 t=2477
jin chi 	矜持	c=3 d=1.00059 t=4381
jin lai 	进来	c=1 d=1 t=1398
jin nian 	今年	c=0 d=0.1 t=1469
jin nian de 	今年的	c=1 d=1 t=1470
jin qu 	进去	c=1 d=1 t=2470
jin ru 	进入	c=5 d=1.29154 t=2565
jin shi 	近视	c=1 d=0.118686 t=1026
jin shi le 	近视了	c=1 d=1 t=1027
jin tian 	今天	c=1 d=1 t=1160
jin wan 	今晚	c=3 d=1.0023 t=2881
jin xing 	进行	c=8 d=1.09762 t=4100
jin xing cao zuo 	进行操作	c=1 d=1 t=2053
jin yong 	禁用	c=1 d=1 t=2699
jing chang 	经常	c=1 d=1 t=222
jiu 	就	c=29 d=2.79817 t=5146
jiu 	救	c=1 d=1 t=2557
jiu chi 	就吃	c=2 d=1.99501 t=1881
jiu dang 	就当	c=1 d=1 t=1853
jiu fei chang 	就非常	c=1 d=1 t=3440
jiu gong ge 	九宫格	c=1 d=1 t=524
jiu gou le 	就够了	c=1 d=1 t=2755
jiu hao 	就好	c=2 d=1.41686 t=4943
jiu hao le 	就好了	c=1 d=1 t=754
jiu hui 	就会	c=5 d=1.00016 t=4134
jiu hui bei 	就会被	c=1 d=1 t=1483
jiu hui lai 	救回来	c=2 d=1.92312 t=2544
jiu jiu 	舅舅	c=2 d=1.47711 t=1354
jiu kan 	就看	c=1 d=1 t=1168
jiu ke yi 	就可以	c=1 d=1 t=1340
jiu mei le 	就没了	c=1 d=1 t=422
jiu ni 	就你	c=1 d=1 t=2556
jiu shi 	就是	c=23 d=1.05754 t=5187
jiu shi le 	就是了	c=0 d=0.1 t=2911
jiu shi shuo 	就是说	c=1 d=1 t=310
jiu suan shi 	就算是	c=1 d=1 t=11
jiu xiang 	就像	c=1 d=1 t=2545
jiu xing 	就行	c=4 d=1.40977 t=5171
jiu yao 	就要	c=1 d=1.0134 t=2555
jiu yao kan 	就要看	c=1 d=1 t=2154
jiu ye 	就业	c=2 d=1.98511 t=2922
jiu zhao ni 	就找你	c=1 d=1 t=121
jiu zhe yang 	就这样	c=1 d=1 t=960
jiu zhi 	救治	c=0 d=0.1 t=29
jiu zhi dao 	就知道	c=1 d=1 t=4969
ju kai 	锯开	c=1 d=1 t=433
ju li gan 	距离感	c=1 d=1 t=796
ju ran 	居然	c=1 d=1 t=4324
ju you 	具有	c=1 d=1 t=2057
ju zi 	锯子	c=1 d=1 t=431
jue de 	觉得	c=2 d=0.101207 t=4788
jue ding 	决定	c=1 d=1 t=3874
jue dui 	绝对	c=0 d=0.1 t=517
jue dui da xiao 	绝对大小	c=1 d=1 t=518
jue wu 	觉悟	c=1 d=1 t=1271
jun ke 	均可	c=1 d=1 t=1838
jun lang 	俊朗	c=1 d=1 t=602
ka tong 	卡通	c=1 d=1 t=674
kai 	开	c=1 d=1 t=1931
kai chi 	开吃	c=1 d=1 t=1986
kai fang 	开放	c=1 d=1 t=318
kai hui 	开会	c=0 d=0.1 t=4169
kai hui ne 	开会呢	c=1 d=1 t=4170
kai le 	开了	c=1 d=0.822527 t=150
kai le dian yao 	开了点药	c=2 d=1.015 t=991
kai shi 	开始	c=14 d=2.19124 t=5126
kai shi de 	开始的	c=1 d=1 t=4904
kai tou 	开头	c=1 d=1 t=2995
kai xin 	开心	c=1 d=1 t=4338
kan 	看	c=4 d=1.00009 t=3999
kan bu 	看不	c=0 d=0.1 t=642
kan bu dao 	看不到	c=2 d=1.8311 t=262
kan bu dong 	看不懂	c=2 d=1.00004 t=2926
kan bu qing 	看不清	c=1 d=1 t=639
kan bu tai qing 	看不太清	c=1 d=1 t=643
kan dao 	看到	c=1 d=1 t=3684
kan dao le 	看到了	c=1 d=1 t=3715
kan de 	看得	c=1 d=1 t=911
kan dong 	看懂	c=1 d=1 t=5195
kan guo 	看过	c=1 d=1 t=2530
kan kan 	看看	c=3 d=1 t=3584
kan le 	看了	c=2 d=1.0526 t=2206
kan le xia 	看了下	c=0 d=0.1 t=1847
kan yi 	看一	c=0 d=0.10061 t=5081
kan zhe 	看着	c=1 d=1 t=584
kan zi ji de 	看自己的	c=1 d=1 t=2151
kang sheng su 	抗生素	c=1 d=1 t=2500
kao 	考	c=2 d=1.01156 t=5138
kao jin 	靠近	c=1 d=1 t=396
kao lv 	考虑	c=1 d=1 t=3929
kao qu 	考去	c=2 d=1.95123 t=5015
kao ren 	靠人	c=1 d=1 t=4077
kao shang 	考上	c=0 d=0.1 t=529
kao shang 	靠上	c=2 d=1 t=5137
kao shang le 	考上了	c=2 d=1.93239 t=4262
kao yan 	考研	c=3 d=2.83547 t=4267
kao yan 	考验	c=1 d=1 t=4237
kao yi 	考一	c=0 d=0.1 t=4234
kao yi bian 	考一遍	c=1 d=1 t=4235
